domain,resource,action,method,path_official,path_local,status,param_gaps,body_diff,pagination,auth,headers_needed,error_model,stability,deprecation,notes
TestSetExecutions,odata,TestSetExecutions({key}),GET,odata/TestSetExecutions({key}),,Missing,key,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSets,odata,TestSets,GET,odata/TestSets,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSets,odata,TestSets,POST,odata/TestSets,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSets,odata,TestSets({key}),GET,odata/TestSets({key}),,Missing,key,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSets,odata,TestSets({key}),PUT,odata/TestSets({key}),,Missing,key,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSets,odata,TestSets({key}),DELETE,odata/TestSets({key}),,Missing,key,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSetSchedules,odata,TestSetSchedules,GET,odata/TestSetSchedules,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSetSchedules,odata,TestSetSchedules,POST,odata/TestSetSchedules,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSetSchedules,odata,TestSetSchedules({key}),GET,odata/TestSetSchedules({key}),,Missing,key,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSetSchedules,odata,TestSetSchedules({key}),PUT,odata/TestSetSchedules({key}),,Missing,key,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSetSchedules,odata,TestSetSchedules({key}),DELETE,odata/TestSetSchedules({key}),,Missing,key,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
TestSetSchedules,odata,UiPath.Server.Configuration.OData.SetEnabled,POST,odata/TestSetSchedules/UiPath.Server.Configuration.OData.SetEnabled,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
Users,odata,Users,GET,odata/Users,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Users,odata,Users,POST,odata/Users,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Users,odata,Users({key}),GET,odata/Users({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Users,odata,Users({key}),PUT,odata/Users({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Users,odata,Users({key}),PATCH,odata/Users({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Users,odata,Users({key}),DELETE,odata/Users({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Users,odata,UiPath.Server.Configuration.OData.AssignRoles,POST,odata/Users({key})/UiPath.Server.Configuration.OData.AssignRoles,,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Users,odata,UiPath.Server.Configuration.OData.ChangeUserCulture,POST,odata/Users({key})/UiPath.Server.Configuration.OData.ChangeUserCulture,,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Users,odata,UiPath.Server.Configuration.OData.ToggleRole,POST,odata/Users({key})/UiPath.Server.Configuration.OData.ToggleRole,,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Users,odata,UiPath.Server.Configuration.OData.ChangeCulture,POST,odata/Users/UiPath.Server.Configuration.OData.ChangeCulture,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Users,odata,UiPath.Server.Configuration.OData.GetCurrentPermissions,GET,odata/Users/UiPath.Server.Configuration.OData.GetCurrentPermissions,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Users,odata,UiPath.Server.Configuration.OData.GetCurrentUser,GET,odata/Users/UiPath.Server.Configuration.OData.GetCurrentUser,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Users,odata,UiPath.Server.Configuration.OData.Validate(userIds=[{userIds}]),GET,odata/Users/UiPath.Server.Configuration.OData.Validate(userIds=[{userIds}]),,Missing,userIds,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,Webhooks,GET,odata/Webhooks,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,Webhooks,POST,odata/Webhooks,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,Webhooks({key}),GET,odata/Webhooks({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,Webhooks({key}),PUT,odata/Webhooks({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,Webhooks({key}),PATCH,odata/Webhooks({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,Webhooks({key}),DELETE,odata/Webhooks({key}),,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,UiPath.Server.Configuration.OData.Ping,POST,odata/Webhooks({key})/UiPath.Server.Configuration.OData.Ping,,Missing,key,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,UiPath.Server.Configuration.OData.GetEventTypes,GET,odata/Webhooks/UiPath.Server.Configuration.OData.GetEventTypes,,Missing,,,,OAuth2 bearer,,unknown,official,False,
Webhooks,odata,UiPath.Server.Configuration.OData.TriggerCustom,POST,odata/Webhooks/UiPath.Server.Configuration.OData.TriggerCustom,,Missing,,,,OAuth2 bearer,,unknown,official,False,
AppTasks,tasks,CompleteAppTask,POST,tasks/AppTasks/CompleteAppTask,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
AppTasks,tasks,CreateAppTask,POST,tasks/AppTasks/CreateAppTask,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
AppTasks,tasks,GetAppTaskById,GET,tasks/AppTasks/GetAppTaskById,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
AppTasks,tasks,GetAppTaskByKey,GET,tasks/AppTasks/GetAppTaskByKey,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
AppTasks,tasks,SaveAndReassignAppTasks,POST,tasks/AppTasks/SaveAndReassignAppTasks,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
AppTasks,tasks,SaveAppTasksData,PUT,tasks/AppTasks/SaveAppTasksData,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
GenericTasks,tasks,CompleteTask,POST,tasks/GenericTasks/CompleteTask,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
GenericTasks,tasks,CreateTask,POST,tasks/GenericTasks/CreateTask,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
GenericTasks,tasks,GetTaskDataById,GET,tasks/GenericTasks/GetTaskDataById,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
GenericTasks,tasks,GetTaskDataByKey,GET,tasks/GenericTasks/GetTaskDataByKey,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
GenericTasks,tasks,SaveAndReassignTask,POST,tasks/GenericTasks/SaveAndReassignTask,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
GenericTasks,tasks,SaveTaskData,PUT,tasks/GenericTasks/SaveTaskData,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
GenericTasks,tasks,SaveTaskTags,PUT,tasks/GenericTasks/SaveTaskTags,,Missing,,,,OAuth2 bearer,X-UIPATH-OrganizationUnitId,unknown,official,False,
"tenants (alpha),uipathcloud,inventory",tenants,tenants,GET,,tenants,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"tenants (alpha),uipathcloud",tenants,tenants,PUT,,tenants,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"tenants (alpha),uipathcloud",tenants,tenants,POST,,tenants,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"tenants (alpha),uipathcloud",tenants,tenants,DELETE,,tenants,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"tenants (alpha),uipathcloud",tenants,tenants,GET,,tenants/{tenant_id_int},Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"packages (alpha),uipathcloud,inventory",packages,packages,GET,,packages,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"packages (alpha),uipathcloud",packages,packages,PUT,,packages,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"packages (alpha),uipathcloud",packages,packages,POST,,packages,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"packages (alpha),uipathcloud",packages,packages,DELETE,,packages,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"packages (alpha),uipathcloud",packages,packages,GET,,packages/{package_id_int},Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"libraries (alpha),uipathcloud,inventory",libraries,libraries,GET,,libraries,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"libraries (alpha),uipathcloud",libraries,libraries,PUT,,libraries,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"libraries (alpha),uipathcloud",libraries,libraries,POST,,libraries,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"libraries (alpha),uipathcloud",libraries,libraries,DELETE,,libraries,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"libraries (alpha),uipathcloud",libraries,libraries,GET,,libraries/{library_id_int},Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"machines (beta),uipathcloud,inventory",machines,machines,GET,,machines,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"machines (beta),uipathcloud",machines,machines,PUT,,machines,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"machines (beta),uipathcloud",machines,machines,POST,,machines,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"machines (beta),uipathcloud",machines,machines,DELETE,,machines,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"machines (beta),uipathcloud",machines,machines,GET,,machines/{machine_id_int},Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"processes (alpha),uipathcloud,inventory",processes,processes,GET,,processes,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"processes (alpha),uipathcloud",processes,processes,PUT,,processes,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"processes (alpha),uipathcloud",processes,processes,POST,,processes,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"processes (alpha),uipathcloud",processes,processes,DELETE,,processes,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"processes (alpha),uipathcloud",processes,processes,GET,,processes/{process_id_int},Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"assets (alpha),uipathcloud,inventory",assets,assets,GET,,assets,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"assets (alpha),uipathcloud",assets,assets,PUT,,assets,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"assets (alpha),uipathcloud",assets,assets,POST,,assets,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"assets (alpha),uipathcloud",assets,assets,DELETE,,assets,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"assets (alpha),uipathcloud",assets,assets,GET,,assets/{asset_id_int},Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"folders (alpha),uipathcloud,inventory",folders,folders,GET,,folders,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"folders (alpha),uipathcloud",folders,folders,PUT,,folders,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"folders (alpha),uipathcloud",folders,folders,POST,,folders,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"folders (alpha),uipathcloud",folders,folders,DELETE,,folders,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"folders (alpha),uipathcloud",folders,folders,GET,,folders/{folder_id_int},Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"oauth2,uipathcloud",debug,debug,GET,,debug,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"oauth2,uipathcloud",request_access_token_with_clientid,request_access_token_with_clientid,GET,,request_access_token_with_clientid,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"oauth2,uipathcloud",receive_authcode,receive_authcode,GET,,receive_authcode,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"oauth2,uipathcloud",request_access_token_with_refreshtoken_foo,request_access_token_with_refreshtoken_foo,GET,,request_access_token_with_refreshtoken_foo,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"oauth2,uipathcloud",request_openid_configuration,request_openid_configuration,GET,,request_openid_configuration,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
"libraries (alpha),uipathcloud,debug",loop,loop,GET,,loop,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
debug,info,info,GET,,info,Extra,,,,,,unknown,unofficial,False,Local-only endpoint
